uuid,source,category,material_or_activity,region,activity_name,unit,value_kgco2e,uncertainty_pct,data_quality_score_1to5,reference_year,methodology,allocation,reference,notes,last_updated,meta
83c7a41b-34a7-46b6-b969-a3aef6eaf948,Climatiq,Transport,Sea Container,CN,Transport - Sea Container (CN),kgCO2e/tonne-km,0.4267,15,5,2022,Consequential,Economic,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-14,"{""env"":""pilot"",""license"":""TBD""}"
10c10bc0-eb6a-4d99-b265-b253ddd3d6b7,Climatiq,Fibre,Wool,Global,Fibre - Wool (Global),kgCO2e/kg,8.2275,10,4,2022,Consequential,None,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-14,"{""env"":""pilot"",""license"":""TBD""}"
d75f7d72-b893-4f42-9f3e-159cf7c5bcf0,Ecoinvent,Retail,E-commerce Ops,CN,Retail - E-commerce Ops (CN),kgCO2e/kWh,0.6205,20,4,2022,Consequential,None,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-03,"{""env"":""pilot"",""license"":""TBD""}"
bc51106d-cfd9-4ca6-866c-ba992cc3806e,Ecoinvent,Retail,Returns Processing,Global,Retail - Returns Processing (Global),kgCO2e/kWh,0.6206,15,4,2024,Consequential,None,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-30,"{""env"":""pilot"",""license"":""TBD""}"
f3c630e6-39d9-470b-9218-5c6e97240328,Ecoinvent,Yarn,Ring Spun,TR,Yarn - Ring Spun (TR),kgCO2e/kg,3.1553,20,3,2022,Consequential,Mass,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-18,"{""env"":""pilot"",""license"":""TBD""}"
05e170b3-06e6-4539-b5ad-95bbdb745d0d,Ecoinvent,Distribution,Warehouse (Ambient),US,Distribution - Warehouse (Ambient) (US),kgCO2e/item,0.3491,15,2,2025,Attributional,Mass,Ecoinvent 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-24,"{""env"":""pilot"",""license"":""TBD""}"
3a9b5624-fb56-4292-a75e-7000ca969a82,Climatiq,Yarn,Ring Spun,TR,Yarn - Ring Spun (TR),kgCO2e/kg,3.1561,15,4,2024,Process-based,Economic,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-23,"{""env"":""pilot"",""license"":""TBD""}"
fddb41b9-fd80-49a9-88b1-87c7a53d9177,Higg MSI,Distribution,Last-Mile Van,EU,Distribution - Last-Mile Van (EU),kgCO2e/item,0.4412,10,3,2024,Hybrid,Mass,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-19,"{""env"":""pilot"",""license"":""TBD""}"
bdf0790e-2c56-4052-b805-535e63ee55fb,Climatiq,Distribution,Warehouse (Ambient),Global,Distribution - Warehouse (Ambient) (Global),kgCO2e/item,0.2328,15,1,2022,Consequential,None,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-08,"{""env"":""pilot"",""license"":""TBD""}"
7250f412-7a25-4009-a991-547d6d598c77,Higg MSI,Packaging,Carton Box,Global,Packaging - Carton Box (Global),kgCO2e/item,0.1678,10,5,2023,Attributional,Mass,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-12,"{""env"":""pilot"",""license"":""TBD""}"
3b828260-f9d0-4606-9c10-e7f75ee9c6f7,DEFRA,Packaging,Carton Box,EU,Packaging - Carton Box (EU),kgCO2e/item,0.1528,15,4,2023,Consequential,Energy Content,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-01,"{""env"":""pilot"",""license"":""TBD""}"
db8cbf4c-b71e-412d-bd6f-680b66945292,Ecoinvent,Office & IT,Office Heating,EU,Office & IT - Office Heating (EU),kgCO2e/kWh,0.437,30,4,2022,Attributional,Energy Content,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-15,"{""env"":""pilot"",""license"":""TBD""}"
5a74b4aa-d4ac-4950-99f5-32d52906c8c2,Ecoinvent,Retail,E-commerce Ops,EU,Retail - E-commerce Ops (EU),kgCO2e/kWh,0.4814,10,3,2020,Process-based,Energy Content,Ecoinvent 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-10,"{""env"":""pilot"",""license"":""TBD""}"
7027da7b-36da-4dd0-89ec-5666dc4e2767,DEFRA,Fibre,Organic Cotton,Global,Fibre - Organic Cotton (Global),kgCO2e/kg,7.9343,20,5,2023,Hybrid,Mass,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-20,"{""env"":""pilot"",""license"":""TBD""}"
16af82fb-7282-44b5-b6a1-21e540727f16,DEFRA,Fibre,Recycled Polyester,EU,Fibre - Recycled Polyester (EU),kgCO2e/kg,6.3113,15,3,2025,Process-based,None,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-31,"{""env"":""pilot"",""license"":""TBD""}"
52d4a3c7-d632-45be-bf25-7bae40594b92,Ecoinvent,Fibre,Cotton,US,Fibre - Cotton (US),kgCO2e/kg,10.9232,20,3,2019,Hybrid,None,Ecoinvent 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-02,"{""env"":""pilot"",""license"":""TBD""}"
7997ef3f-8422-49b2-b34d-6e036bb1bc42,Higg MSI,Dyeing & Finishing,Vat Dyeing,CN,Dyeing & Finishing - Vat Dyeing (CN),kgCO2e/kg,3.8108,15,3,2025,Attributional,Mass,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-29,"{""env"":""pilot"",""license"":""TBD""}"
70645fa8-e06e-4c4d-aff3-888f15150311,Higg MSI,Packaging,Carton Box,Global,Packaging - Carton Box (Global),kgCO2e/item,0.0844,15,3,2024,Process-based,None,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-18,"{""env"":""pilot"",""license"":""TBD""}"
71494c8f-4e89-4d05-8ce2-d726590c081d,Ecoinvent,Fibre,Cotton,TR,Fibre - Cotton (TR),kgCO2e/kg,7.4384,20,3,2023,Consequential,Mass,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-25,"{""env"":""pilot"",""license"":""TBD""}"
dc53ce7b-73c7-4f20-87d1-80d820d271c6,Higg MSI,Fabric,Denim,EU,Fabric - Denim (EU),kgCO2e/kg,11.8217,10,3,2022,Attributional,Economic,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-21,"{""env"":""pilot"",""license"":""TBD""}"
6e92cb1e-5254-453b-a56b-a2095e967dd0,Higg MSI,Fabric,Denim,US,Fabric - Denim (US),kgCO2e/kg,12.8639,15,3,2022,Attributional,Economic,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-09,"{""env"":""pilot"",""license"":""TBD""}"
649c94ec-92d0-488d-8aba-72ca70bd41bf,Ecoinvent,Packaging,Hangtag,CN,Packaging - Hangtag (CN),kgCO2e/item,0.0715,10,4,2023,Process-based,Mass,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-02,"{""env"":""pilot"",""license"":""TBD""}"
35225e9f-5cd3-4822-99a7-66d58702de37,Ecoinvent,Garment,T-Shirt,TR,Garment - T-Shirt (TR),kgCO2e/item,3.0351,40,4,2024,Attributional,Energy Content,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-28,"{""env"":""pilot"",""license"":""TBD""}"
006faaaa-5dcb-4e56-9e5d-49d7dae168b4,DEFRA,Garment,Jeans,EU,Garment - Jeans (EU),kgCO2e/item,19.7338,10,3,2025,Attributional,Mass,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-22,"{""env"":""pilot"",""license"":""TBD""}"
bb14576c-446d-4dcd-8874-8588c44318b7,Ecoinvent,Retail,Store Electricity,CN,Retail - Store Electricity (CN),kgCO2e/kWh,0.4271,20,1,2019,Process-based,Economic,Ecoinvent 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-04,"{""env"":""pilot"",""license"":""TBD""}"
7f4ecfe4-ce9a-465d-b4d4-6a9346e5e573,DEFRA,Dyeing & Finishing,Heat Setting,CN,Dyeing & Finishing - Heat Setting (CN),kgCO2e/kg,3.6224,10,4,2025,Process-based,Economic,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-07,"{""env"":""pilot"",""license"":""TBD""}"
8c63ec44-0d12-40a2-95b8-e02be26a8b39,Climatiq,Packaging,Carton Box,CN,Packaging - Carton Box (CN),kgCO2e/item,0.0117,15,5,2021,Consequential,Economic,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-13,"{""env"":""pilot"",""license"":""TBD""}"
9cef3678-1ee1-4c61-9d22-0308150caac7,Higg MSI,Yarn,Blended Yarn,Global,Yarn - Blended Yarn (Global),kgCO2e/kg,3.6179,40,4,2025,Attributional,Mass,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-18,"{""env"":""pilot"",""license"":""TBD""}"
78c9c36f-d4ea-4258-8867-c7f1bdfaf39c,Higg MSI,Office & IT,Office Heating,TR,Office & IT - Office Heating (TR),kgCO2e/kWh,0.6878,15,1,2025,Hybrid,Energy Content,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-07,"{""env"":""pilot"",""license"":""TBD""}"
3ea5505f-6c1f-444f-bdcc-c55bda8c73f1,DEFRA,Fabric,Jersey,Global,Fabric - Jersey (Global),kgCO2e/kg,11.9328,20,3,2025,Consequential,Economic,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-16,"{""env"":""pilot"",""license"":""TBD""}"
199e1bfe-c279-48aa-8ee4-cd68c00aa2fa,Ecoinvent,Yarn,Open End,US,Yarn - Open End (US),kgCO2e/kg,7.4955,5,2,2022,Process-based,Energy Content,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-27,"{""env"":""pilot"",""license"":""TBD""}"
0e9b23a7-0928-4af3-8820-06fac24cdd5d,Higg MSI,Yarn,Filament,Global,Yarn - Filament (Global),kgCO2e/kg,3.8634,10,3,2021,Hybrid,Mass,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-09,"{""env"":""pilot"",""license"":""TBD""}"
8e95427a-be0b-4015-8559-e560d786f4de,DEFRA,Office & IT,Laptop Usage,TR,Office & IT - Laptop Usage (TR),kgCO2e/kWh,0.5936,40,3,2020,Attributional,Mass,DEFRA 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-28,"{""env"":""pilot"",""license"":""TBD""}"
8dbc452c-b054-4420-8f3e-05e6d6ae325a,Higg MSI,Fibre,Wool,CN,Fibre - Wool (CN),kgCO2e/kg,4.2457,10,5,2021,Process-based,Mass,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-15,"{""env"":""pilot"",""license"":""TBD""}"
d27fce5d-20dd-419b-a7a9-dd9f06376327,DEFRA,Transport,Rail,US,Transport - Rail (US),kgCO2e/tonne-km,0.4981,5,4,2024,Attributional,None,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-23,"{""env"":""pilot"",""license"":""TBD""}"
3831fcaa-c7f9-4042-b22b-6c64cdf60733,Climatiq,Packaging,Paper Wrap,US,Packaging - Paper Wrap (US),kgCO2e/item,0.2318,15,4,2018,Consequential,Energy Content,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-02,"{""env"":""pilot"",""license"":""TBD""}"
f8aeb514-ff75-4efa-b9ef-5dce71c9854c,Higg MSI,Transport,Rail,Global,Transport - Rail (Global),kgCO2e/tonne-km,0.5525,40,4,2023,Process-based,Economic,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-20,"{""env"":""pilot"",""license"":""TBD""}"
ab46096f-63ed-4b87-bd91-a21caa3f07e2,DEFRA,Fibre,Organic Cotton,Global,Fibre - Organic Cotton (Global),kgCO2e/kg,6.583,15,2,2021,Consequential,Mass,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-31,"{""env"":""pilot"",""license"":""TBD""}"
1c815ebc-3274-4be6-878a-d41eddd0485d,Higg MSI,Transport,Rail,CN,Transport - Rail (CN),kgCO2e/tonne-km,0.5372,10,2,2023,Consequential,Mass,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-13,"{""env"":""pilot"",""license"":""TBD""}"
f8c82806-9461-4c45-9436-a245d8c00761,DEFRA,Yarn,Open End,US,Yarn - Open End (US),kgCO2e/kg,2.7298,10,5,2021,Consequential,None,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-04,"{""env"":""pilot"",""license"":""TBD""}"
bdd7028b-db50-4c78-bf27-fe2d20b932c5,Higg MSI,Office & IT,Office Heating,EU,Office & IT - Office Heating (EU),kgCO2e/kWh,0.5613,20,3,2025,Attributional,None,Higg MSI 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-29,"{""env"":""pilot"",""license"":""TBD""}"
7c03bf25-1e79-4619-b104-7bd7cc9c64ec,Climatiq,Fibre,Viscose,CN,Fibre - Viscose (CN),kgCO2e/kg,11.4523,20,2,2021,Consequential,Economic,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-22,"{""env"":""pilot"",""license"":""TBD""}"
ffeb23e7-e3ea-48ad-93fe-48913133cf37,Ecoinvent,Office & IT,Office Heating,US,Office & IT - Office Heating (US),kgCO2e/kWh,0.5948,10,3,2022,Consequential,None,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-15,"{""env"":""pilot"",""license"":""TBD""}"
e57fa831-41f1-4aa0-adb7-a29aeee51b96,Ecoinvent,Dyeing & Finishing,Digital Printing,CN,Dyeing & Finishing - Digital Printing (CN),kgCO2e/kg,7.4744,20,2,2022,Attributional,Energy Content,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-26,"{""env"":""pilot"",""license"":""TBD""}"
bd357842-ceb2-4c54-8d8d-1023334dec56,Climatiq,Fibre,Wool,TR,Fibre - Wool (TR),kgCO2e/kg,9.4252,10,1,2024,Process-based,Energy Content,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-15,"{""env"":""pilot"",""license"":""TBD""}"
efc38ddf-5c57-4c04-99a4-38f8c64d5fd4,Climatiq,Distribution,Last-Mile Van,CN,Distribution - Last-Mile Van (CN),kgCO2e/item,0.0734,20,3,2021,Consequential,None,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-18,"{""env"":""pilot"",""license"":""TBD""}"
527f189d-d282-478a-8f01-4b2b62264912,Ecoinvent,Office & IT,Office Heating,EU,Office & IT - Office Heating (EU),kgCO2e/kWh,0.5092,15,3,2025,Attributional,Energy Content,Ecoinvent 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-07,"{""env"":""pilot"",""license"":""TBD""}"
f76c7521-fc7c-47bd-929f-a583b505bdc0,Higg MSI,Fibre,Organic Cotton,CN,Fibre - Organic Cotton (CN),kgCO2e/kg,1.3565,15,1,2019,Hybrid,Economic,Higg MSI 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-25,"{""env"":""pilot"",""license"":""TBD""}"
cef9f268-d3d3-4aa3-904d-677890a6ae1c,Ecoinvent,Transport,Rail,EU,Transport - Rail (EU),kgCO2e/tonne-km,1.0623,10,1,2022,Attributional,None,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-03,"{""env"":""pilot"",""license"":""TBD""}"
941cafd7-bc62-46c0-abdd-a8bd0ed28fb1,Ecoinvent,Packaging,Polybag,EU,Packaging - Polybag (EU),kgCO2e/item,0.1556,15,3,2022,Process-based,Economic,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-20,"{""env"":""pilot"",""license"":""TBD""}"
7700e8dc-fd45-426f-8823-3d63e69a582b,DEFRA,Packaging,Carton Box,Global,Packaging - Carton Box (Global),kgCO2e/item,0.0644,15,5,2018,Attributional,Mass,DEFRA 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-17,"{""env"":""pilot"",""license"":""TBD""}"
a9026c87-e488-4398-9c01-0a876c18043e,Higg MSI,Distribution,Warehouse (Ambient),EU,Distribution - Warehouse (Ambient) (EU),kgCO2e/item,0.1891,40,5,2021,Hybrid,None,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-12,"{""env"":""pilot"",""license"":""TBD""}"
78324cd7-cd48-4bff-9c43-3951630c1507,Climatiq,Distribution,Warehouse (Ambient),US,Distribution - Warehouse (Ambient) (US),kgCO2e/item,0.1904,10,2,2021,Attributional,None,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-02,"{""env"":""pilot"",""license"":""TBD""}"
47ebfd48-67ab-4a22-a5ef-f94a8c663c4d,Ecoinvent,Office & IT,Office Heating,EU,Office & IT - Office Heating (EU),kgCO2e/kWh,0.6917,20,3,2023,Attributional,None,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-14,"{""env"":""pilot"",""license"":""TBD""}"
ff5e9f77-6158-446e-9eaa-e59a45c899cc,Climatiq,Fabric,Jersey,EU,Fabric - Jersey (EU),kgCO2e/kg,11.8115,15,5,2019,Consequential,Energy Content,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-26,"{""env"":""pilot"",""license"":""TBD""}"
bea8f2db-5854-411c-b93e-affa776b2a92,DEFRA,Fibre,Wool,Global,Fibre - Wool (Global),kgCO2e/kg,8.0,10,4,2023,Hybrid,Energy Content,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-01,"{""env"":""pilot"",""license"":""TBD""}"
12494425-1da2-45c7-937e-deb95c1169af,Higg MSI,Fibre,Organic Cotton,EU,Fibre - Organic Cotton (EU),kgCO2e/kg,3.7094,20,3,2023,Hybrid,None,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-18,"{""env"":""pilot"",""license"":""TBD""}"
e7f28765-ee4f-440a-9b53-0f5cd33ce97c,Climatiq,Fibre,Organic Cotton,Global,Fibre - Organic Cotton (Global),kgCO2e/kg,8.4688,5,4,2023,Attributional,Energy Content,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-25,"{""env"":""pilot"",""license"":""TBD""}"
ad3c12b4-058e-4c9f-baf5-1db8e3c6c83f,Climatiq,Retail,Store Electricity,US,Retail - Store Electricity (US),kgCO2e/kWh,0.5076,15,3,2024,Hybrid,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-05,"{""env"":""pilot"",""license"":""TBD""}"
a90b7e00-3733-40f7-945f-ddae9ff3b271,Ecoinvent,Transport,Rail,Global,Transport - Rail (Global),kgCO2e/tonne-km,0.7321,15,4,2022,Consequential,Energy Content,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-10,"{""env"":""pilot"",""license"":""TBD""}"
0a67de07-f629-4811-9bc3-4f4e59ee00e9,Higg MSI,Packaging,Hangtag,US,Packaging - Hangtag (US),kgCO2e/item,0.1204,20,4,2022,Hybrid,Energy Content,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-10,"{""env"":""pilot"",""license"":""TBD""}"
138b4a34-f52c-44a0-bb13-fd55be7e3392,Higg MSI,Transport,Rail,US,Transport - Rail (US),kgCO2e/tonne-km,0.8911,15,1,2023,Hybrid,Economic,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-14,"{""env"":""pilot"",""license"":""TBD""}"
62df44a5-10ec-403c-92f3-a07e89e176b1,Higg MSI,Dyeing & Finishing,Vat Dyeing,CN,Dyeing & Finishing - Vat Dyeing (CN),kgCO2e/kg,3.2874,20,5,2023,Consequential,None,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-23,"{""env"":""pilot"",""license"":""TBD""}"
8c0aef60-5c89-40aa-b089-690e141ab495,Ecoinvent,Distribution,3PL Hub,Global,Distribution - 3PL Hub (Global),kgCO2e/item,0.5221,15,3,2022,Consequential,Mass,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-30,"{""env"":""pilot"",""license"":""TBD""}"
9c0d4e4e-5e9b-491e-aca6-6cde5a4a7ab4,Climatiq,Retail,Store Electricity,EU,Retail - Store Electricity (EU),kgCO2e/kWh,0.3489,15,4,2024,Hybrid,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-24,"{""env"":""pilot"",""license"":""TBD""}"
7ee65c44-ff18-4126-95b9-92070106e1cd,DEFRA,Transport,Truck Euro6,CN,Transport - Truck Euro6 (CN),kgCO2e/tonne-km,0.0256,15,3,2022,Attributional,Mass,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-16,"{""env"":""pilot"",""license"":""TBD""}"
67b7cf83-222f-49b9-b614-f4b105cca0df,Climatiq,Dyeing & Finishing,Heat Setting,TR,Dyeing & Finishing - Heat Setting (TR),kgCO2e/kg,8.9238,5,4,2025,Process-based,Mass,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-17,"{""env"":""pilot"",""license"":""TBD""}"
9c19c047-99b0-494f-9091-919c325e417b,Ecoinvent,Distribution,Warehouse (Ambient),EU,Distribution - Warehouse (Ambient) (EU),kgCO2e/item,0.318,15,4,2023,Consequential,Economic,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-09,"{""env"":""pilot"",""license"":""TBD""}"
94d06ca1-f694-4621-ba69-d2a34f7e9f1d,Ecoinvent,Packaging,Paper Wrap,Global,Packaging - Paper Wrap (Global),kgCO2e/item,0.194,5,3,2024,Hybrid,Mass,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-19,"{""env"":""pilot"",""license"":""TBD""}"
f385c873-3ad5-4f72-976b-263bc71cd5cf,Ecoinvent,Packaging,Carton Box,US,Packaging - Carton Box (US),kgCO2e/item,0.1373,30,3,2023,Process-based,Economic,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-16,"{""env"":""pilot"",""license"":""TBD""}"
f07447f0-5e19-4985-9c1d-46b3bd069868,DEFRA,Transport,Rail,CN,Transport - Rail (CN),kgCO2e/tonne-km,0.8078,15,5,2021,Attributional,None,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-08,"{""env"":""pilot"",""license"":""TBD""}"
805ac3d6-4ad8-4f3f-b4ef-01df5153726a,Climatiq,Dyeing & Finishing,Reactive Dyeing,CN,Dyeing & Finishing - Reactive Dyeing (CN),kgCO2e/kg,1.5913,40,2,2024,Attributional,Economic,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-26,"{""env"":""pilot"",""license"":""TBD""}"
4c3201c7-ec16-49d1-8220-b7f598dd4b56,Climatiq,Packaging,Carton Box,TR,Packaging - Carton Box (TR),kgCO2e/item,0.2162,20,3,2024,Attributional,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-26,"{""env"":""pilot"",""license"":""TBD""}"
b5e905ee-4623-4a01-8442-d5fad01fc257,Higg MSI,Garment,T-Shirt,CN,Garment - T-Shirt (CN),kgCO2e/item,14.3693,30,1,2024,Attributional,Energy Content,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-05,"{""env"":""pilot"",""license"":""TBD""}"
6b57c00c-72d7-47b6-95f8-84684253db2c,Higg MSI,Distribution,Warehouse (Ambient),Global,Distribution - Warehouse (Ambient) (Global),kgCO2e/item,0.5687,30,3,2024,Consequential,None,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-19,"{""env"":""pilot"",""license"":""TBD""}"
2c623cfc-a907-444d-8586-db896895fdff,Higg MSI,Transport,Rail,Global,Transport - Rail (Global),kgCO2e/tonne-km,0.5803,15,1,2020,Hybrid,Economic,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-12,"{""env"":""pilot"",""license"":""TBD""}"
f63f2b35-9d30-4f1a-a268-5e882e30e568,Climatiq,Dyeing & Finishing,Disperse Dyeing,TR,Dyeing & Finishing - Disperse Dyeing (TR),kgCO2e/kg,6.2979,15,3,2022,Process-based,Economic,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-11-03,"{""env"":""pilot"",""license"":""TBD""}"
457dee22-e1f4-4846-a149-b1f1166fdf1b,Climatiq,Yarn,Blended Yarn,US,Yarn - Blended Yarn (US),kgCO2e/kg,2.2599,10,4,2022,Process-based,Energy Content,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-13,"{""env"":""pilot"",""license"":""TBD""}"
f7fd4760-3b4b-4fb7-8ce4-7afc1e6be6ba,Ecoinvent,Dyeing & Finishing,Vat Dyeing,EU,Dyeing & Finishing - Vat Dyeing (EU),kgCO2e/kg,1.7228,15,3,2025,Process-based,Mass,Ecoinvent 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-25,"{""env"":""pilot"",""license"":""TBD""}"
f9a9a5fa-81d0-4f98-bb8c-fef9f90f4073,Ecoinvent,Packaging,Carton Box,EU,Packaging - Carton Box (EU),kgCO2e/item,0.1341,20,4,2024,Consequential,Mass,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-20,"{""env"":""pilot"",""license"":""TBD""}"
73cc83ff-6b47-437f-a4ee-964667792743,Higg MSI,Yarn,Open End,US,Yarn - Open End (US),kgCO2e/kg,6.7266,10,5,2023,Hybrid,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-21,"{""env"":""pilot"",""license"":""TBD""}"
049a4882-6a60-419d-a34a-204848dbb2a9,Climatiq,Distribution,3PL Hub,TR,Distribution - 3PL Hub (TR),kgCO2e/item,0.1234,10,3,2021,Process-based,None,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-12,"{""env"":""pilot"",""license"":""TBD""}"
a5770358-8805-4ff9-948f-8019eb33c7b7,Higg MSI,Fibre,Recycled Polyester,Global,Fibre - Recycled Polyester (Global),kgCO2e/kg,4.2203,30,3,2023,Hybrid,Mass,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-11-04,"{""env"":""pilot"",""license"":""TBD""}"
